Timestamp,TP9,AF7,AF8,TP10,Right AUX
0.0,-1000.0,-1000.0,-546.875,-565.91796875,987.3046875
0.00390625,396.97265625,58.59375,-1000.0,861.328125,817.3828125
0.0078125,-889.16015625,-900.87890625,-796.875,-989.74609375,-621.58203125
0.01171875,898.4375,847.16796875,142.578125,-413.57421875,-1000.0
0.015625,-415.52734375,-506.8359375,472.65625,-1000.0,-393.5546875
0.01953125,-1000.0,-1000.0,-390.13671875,-479.4921875,949.21875
0.0234375,254.39453125,-187.5,-978.02734375,807.6171875,750.0
0.02734375,-905.76171875,-981.4453125,-872.55859375,-929.6875,-610.3515625
0.03125,895.01953125,905.76171875,91.30859375,-207.03125,-1000.0
0.03515625,-340.8203125,-414.55078125,716.30859375,-1000.0,-678.22265625
0.0390625,-1000.0,-1000.0,-183.59375,-767.578125,823.2421875
0.04296875,-164.0625,-562.98828125,-967.7734375,594.23828125,920.8984375
0.04699993133544922,978.02734375,826.171875,-921.875,-826.171875,-592.28515625
0.05090618133544922,-994.140625,-954.58984375,-134.765625,165.52734375,-1000.0
0.05481243133544922,-1.953125,-213.8671875,605.95703125,-1000.0,-831.0546875
0.05871868133544922,-1000.0,-1000.0,-116.69921875,-865.234375,613.28125
0.06262493133544922,-571.2890625,-722.65625,-944.3359375,519.04296875,-962.40234375
0.06653118133544922,829.1015625,683.59375,-988.76953125,-816.89453125,-466.796875
0.07043743133544922,-910.64453125,-873.53515625,-231.93359375,548.828125,-1000.0
0.07434368133544922,175.29296875,14.16015625,625.9765625,-929.19921875,-852.5390625
0.07824993133544922,-1000.0,-1000.0,118.65234375,-927.734375,551.7578125
0.08215618133544922,-732.91015625,-841.796875,-856.4453125,553.22265625,-888.671875
0.08606243133544922,714.35546875,557.12890625,-1000.0,-846.6796875,-321.2890625
0.08996868133544922,-878.90625,-833.49609375,-352.05078125,668.9453125,-1000.0
0.08999991416931152,377.9296875,269.53125,600.5859375,-807.12890625,-859.86328125
0.09390616416931152,-962.890625,-1000.0,135.7421875,-1000.0,493.65234375
0.09781241416931152,-869.140625,-890.625,-876.953125,482.421875,-830.078125
0.10171866416931152,608.88671875,536.1328125,-1000.0,-857.91015625,-50.78125
0.10562491416931152,-865.234375,-834.47265625,-458.49609375,760.25390625,-1000.0
0.10953116416931152,553.7109375,524.90234375,528.80859375,-674.8046875,-910.15625
0.11343741416931152,-836.42578125,-895.99609375,360.3515625,-1000.0,395.5078125
0.11734366416931152,-938.4765625,-937.98828125,-758.7890625,349.12109375,-799.31640625
0.12124991416931152,557.12890625,539.55078125,-1000.0,-862.79296875,445.80078125
