Timestamp,TP9,AF7,AF8,TP10,Right AUX
0.0,172.8515625,64.453125,-99.609375,148.4375,-155.76171875
0.00390625,-1000.0,-879.8828125,-962.40234375,-1000.0,788.0859375
0.0078125,-573.73046875,-271.484375,-829.58984375,-1000.0,570.3125
0.01171875,819.3359375,579.1015625,-144.04296875,152.83203125,-192.3828125
0.015625,-857.91015625,-937.98828125,623.046875,-763.18359375,-1000.0
0.01953125,181.15234375,71.77734375,-20.5078125,137.6953125,-325.68359375
0.0234375,-1000.0,-905.2734375,-946.2890625,-1000.0,732.91015625
0.02734375,-871.58203125,-644.04296875,-861.81640625,-1000.0,812.5
0.03125,467.28515625,253.90625,-117.67578125,-61.5234375,218.26171875
0.03515625,-794.921875,991.69921875,634.27734375,-783.203125,-1000.0
0.0390625,147.94921875,35.15625,43.45703125,339.84375,-616.2109375
0.04296875,-1000.0,-920.41015625,-826.66015625,-945.3125,706.0546875
0.04399991035461426,-1000.0,-834.47265625,-894.04296875,-1000.0,-947.75390625
0.04790616035461426,145.5078125,83.984375,-271.484375,-251.46484375,175.29296875
0.05181241035461426,-761.71875,905.76171875,511.23046875,-853.515625,-1000.0
0.05571866035461426,239.2578125,90.8203125,216.30859375,548.33984375,-723.14453125
0.05962491035461426,-992.1875,-875.0,-604.4921875,-855.95703125,569.3359375
0.06353116035461426,-1000.0,-899.4140625,-939.453125,-1000.0,-966.796875
0.06743741035461426,-55.6640625,13.671875,-319.82421875,-219.23828125,154.78515625
0.07134366035461426,-793.45703125,860.3515625,534.1796875,-915.52734375,-1000.0
0.07524991035461426,434.08203125,277.34375,405.76171875,783.69140625,-944.82421875
0.07915616035461426,-899.4140625,-779.78515625,-471.6796875,-579.1015625,161.62109375
0.08306241035461426,-1000.0,-825.1953125,-997.0703125,-1000.0,908.203125
0.08696866035461426,-190.91796875,160.15625,-456.54296875,-188.96484375,188.96484375
0.08999991416931152,-879.39453125,863.28125,377.9296875,-969.7265625,-940.91796875
0.09390616416931152,682.6171875,565.4296875,374.0234375,961.42578125,-1000.0
0.09781241416931152,-701.171875,-575.1953125,-426.26953125,-281.25,-16.11328125
0.10171866416931152,-1000.0,-793.45703125,-958.984375,-1000.0,-805.17578125
0.10562491416931152,-197.75390625,289.0625,-576.171875,-295.8984375,307.6171875
0.10953116416931152,-950.68359375,873.046875,273.4375,958.0078125,-962.40234375
0.11343741416931152,916.9921875,809.5703125,565.4296875,-939.453125,-1000.0
0.11734366416931152,-367.67578125,-343.26171875,-241.69921875,-63.4765625,-48.33984375
0.12124991416931152,-1000.0,-758.30078125,-995.60546875,-1000.0,779.296875
