timestamps,TP9,AF7,AF8,TP10,Right AUX
1706612777.842,-62.500,-90.332,-49.316,-66.406,-23.926
1706612777.846,-34.668,-105.957,-51.758,-66.406,33.203
1706612777.850,-30.762,-106.445,-53.223,-70.312,28.320
1706612777.854,-43.945,-101.562,-53.711,-71.777,0.000
1706612777.858,-55.176,-93.750,-50.781,-59.082,-83.984
1706612777.862,-67.383,-122.559,-56.152,-57.617,87.891
1706612777.866,-66.406,-123.535,-58.594,-57.617,323.730
1706612777.869,-48.340,-84.961,-49.805,-74.707,90.820
1706612777.873,-35.156,-86.914,-41.016,-91.309,-96.191
1706612777.877,-53.711,-99.121,-44.922,-73.730,41.504
1706612777.881,-57.129,-95.215,-49.805,-62.012,39.062
1706612777.885,-32.227,-99.121,-49.805,-66.406,-93.750
1706612777.887,-29.785,-109.375,-55.664,-69.336,-46.387
1706612777.891,-40.039,-106.934,-54.199,-73.730,-3.418
1706612777.895,-62.012,-104.492,-52.246,-69.336,-93.262
1706612777.899,-80.566,-103.516,-54.688,-60.059,-167.969
1706612777.903,-59.082,-110.840,-52.734,-59.570,-90.332
1706612777.907,-41.016,-121.582,-52.734,-66.895,-15.625
1706612777.911,-51.270,-116.699,-55.664,-82.520,38.574
1706612777.914,-57.129,-108.398,-55.664,-77.637,85.449
1706612777.918,-52.246,-122.559,-55.664,-56.152,168.945
1706612777.922,-45.898,-125.000,-53.223,-49.316,216.797
1706612777.926,-43.945,-104.004,-51.270,-70.801,106.445
1706612777.930,-61.035,-112.305,-45.898,-84.473,24.902
1706612777.931,-64.941,-134.766,-43.945,-75.684,16.602
1706612777.935,-65.918,-162.109,-47.852,-50.293,374.023
1706612777.939,-58.105,-127.441,-47.363,-56.152,261.719
1706612777.943,-45.410,-96.191,-42.480,-68.848,-29.785
1706612777.947,-39.062,-114.258,-42.480,-67.383,-1.465
1706612777.951,-57.617,-118.164,-48.340,-82.520,45.410
1706612777.955,-83.008,-116.699,-52.246,-82.031,70.312
1706612777.958,-74.219,-110.840,-48.828,-63.965,9.277
1706612777.962,-46.387,-129.883,-51.758,-63.965,183.594
1706612777.966,-49.316,-129.395,-59.570,-78.613,297.852
1706612777.970,-63.965,-91.797,-55.176,-78.125,44.434
1706612777.974,-58.594,-98.145,-51.270,-57.129,-35.645
1706612777.977,-56.152,-110.840,-50.293,-47.852,43.945
1706612777.981,-41.992,-105.469,-42.969,-53.711,64.453
1706612777.985,-36.621,-106.934,-48.828,-70.801,-73.242
1706612777.989,-46.875,-117.188,-55.664,-72.266,-119.141
1706612777.993,-48.828,-121.094,-55.664,-72.266,-16.113
1706612777.997,-39.062,-121.094,-58.105,-73.730,31.738
1706612778.001,-22.949,-115.234,-56.641,-69.336,84.473
1706612778.004,-17.578,-116.211,-51.270,-85.449,66.895
1706612778.008,-16.602,-138.672,-53.711,-83.496,309.082
1706612778.012,-39.551,-124.512,-57.129,-83.496,348.145
1706612778.016,-66.406,-90.820,-53.223,-99.609,-3.418
1706612778.020,-54.199,-116.699,-58.594,-77.148,29.785
1706612778.022,-47.852,-131.836,-58.594,-75.684,112.305
1706612778.026,-42.480,-110.352,-55.176,-93.262,-37.109
1706612778.030,-56.641,-114.258,-59.082,-66.895,-130.859
1706612778.034,-65.918,-120.117,-61.035,-50.781,-22.461
1706612778.038,-37.109,-120.605,-63.965,-42.969,52.246
1706612778.042,-8.301,-123.047,-64.453,-29.297,-13.672
1706612778.046,-16.113,-111.328,-63.477,-43.457,0.000
1706612778.049,-41.016,-124.512,-64.453,-58.105,167.480
1706612778.053,-38.086,-120.117,-58.594,-46.387,280.762
1706612778.057,-20.508,-92.773,-52.734,-32.715,63.477
1706612778.061,1.953,-102.539,-50.781,-21.484,-53.223
1706612778.065,-6.836,-105.957,-57.129,-33.203,-20.020
1706612778.067,-13.184,-105.469,-56.641,-24.902,29.297
1706612778.071,2.930,-94.238,-47.852,1.953,11.230
1706612778.075,7.324,-99.609,-46.387,-6.348,-88.867
1706612778.079,14.648,-110.352,-50.781,-18.066,27.832
1706612778.083,23.438,-98.145,-49.316,-19.531,35.645
1706612778.087,20.508,-108.887,-49.316,-14.160,-90.332
1706612778.091,0.977,-122.559,-52.734,-8.789,-26.855
1706612778.094,-14.160,-142.090,-51.758,-2.930,312.988
1706612778.098,-13.184,-120.117,-51.270,-11.230,271.973
1706612778.102,-17.090,-95.215,-50.781,-37.598,-130.859
1706612778.106,-16.113,-120.117,-48.340,-31.738,-157.227
1706612778.110,-15.625,-123.535,-48.828,-21.973,-60.547
1706612778.113,-9.766,-110.352,-51.270,-20.508,-44.434
1706612778.117,-1.465,-108.887,-51.758,-21.484,-84.961
1706612778.121,-20.020,-127.441,-51.270,-29.785,-8.301
1706612778.125,-19.043,-127.441,-54.199,-45.410,39.551
1706612778.129,-26.855,-120.605,-56.152,-57.617,-58.105
1706612778.133,-36.133,-123.535,-56.152,-50.781,20.996
1706612778.137,-11.719,-144.531,-60.059,-38.574,161.621
1706612778.140,-31.738,-138.672,-54.688,-35.645,229.492
1706612778.144,-44.434,-105.469,-47.363,-45.410,-27.344
1706612778.148,-38.086,-122.559,-46.875,-47.363,-176.270
1706612778.152,-35.156,-127.441,-49.316,-50.293,-6.836
1706612778.156,-20.020,-116.699,-52.734,-55.176,-42.480
1706612778.157,-22.461,-119.629,-48.340,-55.664,-124.023
1706612778.161,-20.508,-129.395,-42.969,-38.574,-42.480
1706612778.165,-18.066,-125.977,-41.992,-23.926,-31.738
1706612778.169,-11.719,-116.699,-46.875,-40.527,-28.809
1706612778.173,-11.719,-120.605,-46.875,-49.805,38.574
1706612778.177,-41.992,-129.883,-44.434,-59.570,115.234
1706612778.181,-57.129,-150.391,-45.898,-69.824,384.277
1706612778.184,-57.617,-130.859,-45.410,-60.059,347.168
1706612778.188,-57.129,-114.258,-47.852,-52.734,20.996
1706612778.192,-44.434,-127.930,-55.176,-54.199,69.824
1706612778.196,-38.574,-129.395,-57.129,-64.453,261.719
1706612778.200,-35.645,-101.562,-51.270,-79.102,7.812
1706612778.217,-24.902,-101.562,-46.875,-65.430,-96.680
1706612778.221,-34.180,-118.164,-51.758,-39.551,39.062
1706612778.225,-34.180,-114.746,-54.199,-41.504,-15.137
1706612778.229,-34.668,-109.863,-50.781,-53.711,-27.832
1706612778.233,-26.367,-123.535,-52.734,-59.082,-11.719
1706612778.237,-40.527,-141.113,-58.105,-54.688,202.637
1706612778.241,-64.941,-132.812,-57.617,-57.617,258.301
1706612778.244,-63.965,-124.512,-57.129,-70.801,16.602
1706612778.248,-57.617,-120.605,-58.105,-72.266,5.371
1706612778.252,-42.969,-145.996,-58.594,-68.359,196.777
1706612778.256,-37.109,-144.043,-55.664,-70.801,234.863
1706612778.260,-48.828,-115.234,-53.711,-70.312,-49.805
1706612778.262,-46.387,-127.441,-57.129,-62.012,-82.031
1706612778.266,-43.945,-131.348,-56.641,-66.406,15.137
1706612778.270,-51.758,-120.605,-56.152,-79.102,1.953
1706612778.274,-56.152,-120.117,-53.711,-81.055,-24.414
1706612778.278,-64.941,-127.930,-47.363,-70.312,19.043
1706612778.282,-58.105,-131.348,-45.410,-61.035,104.492
1706612778.286,-47.363,-124.512,-51.758,-56.641,58.105
1706612778.289,-46.387,-116.699,-56.641,-74.707,4.395
1706612778.293,-42.969,-118.652,-52.246,-81.055,72.754
1706612778.297,-63.477,-147.949,-47.852,-59.570,302.734
1706612778.301,-72.754,-127.930,-49.805,-62.988,421.875
1706612778.305,-53.223,-91.797,-47.852,-67.871,79.102
1706612778.307,-53.711,-112.305,-47.852,-67.383,-74.707
1706612778.311,-59.570,-113.770,-49.316,-76.172,-27.344
1706612778.315,-66.406,-108.398,-51.270,-74.707,-27.344
1706612778.319,-53.223,-122.559,-53.223,-65.430,-55.664
1706612778.323,-44.922,-134.277,-55.664,-68.359,7.812
1706612778.327,-44.922,-132.324,-56.152,-85.449,109.863
1706612778.331,-41.016,-125.488,-51.270,-82.520,17.578
1706612778.334,-66.895,-115.234,-46.387,-76.660,-112.305
1706612778.338,-68.848,-140.625,-51.270,-70.312,78.613
1706612778.342,-48.340,-136.230,-56.641,-68.359,229.492
1706612778.346,-51.758,-110.352,-52.734,-83.984,-77.637
1706612778.350,-67.871,-132.324,-51.270,-80.566,-47.852
1706612778.352,-67.871,-129.395,-50.781,-67.383,151.855
1706612778.356,-47.852,-122.559,-49.805,-62.988,21.484
1706612778.360,-45.410,-129.395,-50.293,-72.266,-35.156
1706612778.364,-45.410,-141.602,-50.781,-84.961,59.082
1706612778.368,-41.016,-148.926,-52.734,-87.891,29.785
1706612778.372,-45.410,-143.555,-49.805,-68.359,55.664
1706612778.376,-48.340,-134.766,-43.457,-48.340,224.121
1706612778.379,-47.852,-140.137,-40.039,-44.922,212.891
1706612778.383,-41.016,-163.086,-49.316,-52.246,291.504
1706612778.387,-48.828,-138.184,-53.711,-88.379,226.562
1706612778.391,-60.547,-101.074,-49.805,-96.680,-89.355
1706612778.395,-53.711,-124.512,-52.246,-77.148,-58.105
1706612778.398,-42.480,-128.906,-50.293,-77.637,-29.785
1706612778.402,-26.367,-121.094,-43.457,-76.172,-69.336
1706612778.406,-23.926,-128.906,-48.340,-86.914,-56.641
1706612778.410,-27.344,-131.836,-53.223,-72.266,60.059
1706612778.414,-32.227,-126.465,-49.316,-52.246,87.891
1706612778.418,-58.105,-126.465,-49.316,-62.012,23.438
1706612778.422,-66.406,-132.324,-51.758,-76.660,29.785
1706612778.425,-58.594,-145.508,-53.223,-75.684,156.250
1706612778.429,-52.734,-126.465,-51.758,-63.965,167.480
1706612778.433,-58.594,-95.703,-48.828,-62.012,-116.211
1706612778.437,-52.246,-108.887,-48.828,-54.199,-151.367
1706612778.441,-32.715,-118.652,-47.363,-58.105,-30.273
1706612778.442,-36.133,-113.281,-48.340,-83.496,-63.477
1706612778.446,-49.805,-102.539,-48.340,-86.426,-76.660
1706612778.450,-41.504,-119.629,-49.316,-65.430,-61.035
1706612778.454,-39.062,-132.812,-55.176,-52.734,-83.496
1706612778.458,-50.293,-124.512,-52.734,-55.664,-56.152
1706612778.462,-43.945,-125.000,-54.688,-66.406,17.578
1706612778.466,-45.898,-130.859,-59.082,-69.336,63.965
1706612778.469,-54.688,-153.809,-58.105,-49.805,310.547
1706612778.473,-51.758,-135.742,-53.711,-44.922,482.422
1706612778.477,-43.945,-94.238,-50.293,-70.312,119.141
1706612778.481,-40.039,-115.723,-55.176,-80.566,-42.969
1706612778.485,-51.758,-121.094,-53.711,-80.078,-69.336
1706612778.487,-50.293,-113.770,-55.664,-71.777,-166.992
1706612778.491,-34.180,-119.141,-58.594,-58.594,-134.766
1706612778.495,-11.230,-120.605,-54.688,-53.711,-46.875
1706612778.499,-19.043,-116.211,-57.617,-71.777,-90.820
1706612778.503,-44.434,-107.422,-56.641,-80.078,-197.266
1706612778.507,-54.688,-114.258,-52.734,-70.801,-89.844
1706612778.511,-50.293,-135.254,-52.246,-60.547,184.570
1706612778.514,-35.156,-123.535,-47.852,-63.477,361.816
1706612778.518,-40.527,-93.750,-46.387,-75.684,15.625
1706612778.522,-47.852,-107.422,-45.898,-69.336,-174.316
1706612778.526,-45.898,-116.211,-49.805,-58.594,32.227
1706612778.530,-40.527,-104.980,-51.758,-61.523,20.508
1706612778.532,-34.180,-104.980,-47.363,-69.824,-84.961
1706612778.536,-23.926,-118.652,-44.434,-67.871,-1.465
1706612778.540,-35.645,-129.883,-41.992,-65.918,58.105
1706612778.544,-58.105,-120.117,-41.992,-61.523,-17.578
1706612778.548,-52.246,-114.746,-41.016,-46.387,-52.246
1706612778.552,-41.016,-130.859,-42.969,-32.715,25.391
1706612778.556,-47.363,-130.859,-45.410,-54.688,240.723
1706612778.559,-57.129,-112.305,-44.922,-79.102,206.055
1706612778.563,-52.734,-118.164,-45.898,-67.383,48.828
1706612778.567,-45.898,-129.395,-43.457,-49.316,190.430
1706612778.571,-38.574,-140.137,-44.922,-39.551,384.766
1706612778.575,-48.828,-113.281,-44.922,-49.805,161.133
1706612778.577,-43.457,-108.398,-42.480,-63.965,-71.289
1706612778.581,-48.340,-121.582,-39.551,-63.477,-14.648
1706612778.585,-72.754,-111.816,-44.434,-59.570,38.574
1706612778.589,-66.895,-111.328,-51.270,-62.500,62.988
1706612778.593,-49.805,-125.000,-51.270,-60.547,-20.020
1706612778.597,-49.805,-139.160,-49.805,-62.988,99.121
1706612778.601,-60.547,-134.766,-54.688,-75.195,100.586
1706612778.604,-65.918,-115.234,-56.641,-81.543,-109.375
1706612778.608,-44.434,-112.793,-57.617,-63.965,-71.777
1706612778.612,-22.949,-133.789,-58.594,-53.223,75.684
1706612778.616,-33.203,-123.047,-51.270,-68.848,41.992
1706612778.620,-44.922,-112.793,-43.945,-85.449,-58.105
1706612778.637,-50.293,-117.188,-51.758,-83.008,-101.074
1706612778.641,-51.270,-116.211,-61.035,-77.637,-13.184
1706612778.645,-38.574,-109.863,-55.664,-70.801,-45.898
1706612778.649,-19.531,-107.910,-54.688,-83.008,-160.645
1706612778.653,-21.484,-116.699,-62.500,-95.703,-25.879
1706612778.657,-36.621,-129.395,-64.941,-93.262,131.348
1706612778.661,-39.062,-120.605,-62.988,-80.566,126.953
1706612778.664,-28.320,-111.816,-57.129,-63.965,89.355
1706612778.668,-30.762,-114.746,-53.711,-75.195,42.969
1706612778.672,-46.875,-135.254,-58.594,-68.848,160.156
1706612778.676,-51.758,-107.422,-53.711,-57.129,144.043
1706612778.680,-47.852,-90.332,-49.316,-59.082,-101.562
1706612778.682,-38.574,-113.281,-55.176,-59.082,-83.008
1706612778.686,-47.363,-116.699,-55.664,-67.871,-40.527
1706612778.690,-55.176,-109.863,-49.316,-83.984,-39.062
1706612778.694,-50.781,-110.352,-49.316,-82.031,-56.152
1706612778.698,-42.969,-136.230,-54.688,-52.734,33.691
1706612778.702,-39.551,-134.277,-48.828,-40.039,136.719
1706612778.706,-40.039,-115.723,-46.875,-62.500,9.277
1706612778.709,-31.250,-109.375,-51.758,-71.777,-85.449
1706612778.713,-41.992,-134.766,-50.781,-46.387,80.078
1706612778.717,-54.199,-130.371,-50.781,-31.738,270.508
1706612778.721,-39.551,-96.680,-48.340,-42.969,-39.062
1706612778.725,-25.391,-107.910,-43.945,-51.270,-165.527
1706612778.742,-21.484,-112.305,-45.410,-50.293,-65.918
1706612778.746,-38.086,-106.934,-43.945,-57.129,-95.215
1706612778.750,-48.828,-108.398,-45.898,-58.105,-114.258
1706612778.754,-25.391,-126.953,-48.828,-45.898,1.465
1706612778.758,-26.855,-135.742,-48.828,-52.246,103.516
1706612778.762,-33.691,-120.117,-46.387,-60.059,59.082
1706612778.766,-41.016,-118.164,-44.922,-58.594,44.434
1706612778.769,-43.457,-131.348,-53.223,-66.895,74.219
1706612778.773,-33.203,-147.461,-59.082,-55.664,261.719
1706612778.777,-36.621,-120.605,-58.594,-52.734,273.926
1706612778.781,-41.016,-103.027,-58.594,-76.660,-24.414
1706612778.785,-35.156,-125.000,-60.547,-77.637,26.855
1706612778.772,-26.367,-114.258,-64.453,-53.223,27.832
1706612778.776,-4.883,-106.445,-58.105,-37.598,-91.309
1706612778.780,-7.812,-118.164,-47.852,-59.082,-38.086
1706612778.784,-47.852,-134.277,-45.898,-85.938,-6.836
1706612778.788,-64.941,-138.672,-45.410,-85.449,71.777
1706612778.792,-58.105,-141.602,-46.387,-55.664,133.301
1706612778.796,-40.527,-146.484,-44.922,-37.598,102.051
1706612778.799,-34.668,-145.996,-47.363,-49.805,111.328
1706612778.803,-62.500,-132.812,-43.945,-68.848,4.883
1706612778.807,-69.336,-130.859,-41.992,-64.941,-37.109
1706612778.811,-59.082,-138.184,-49.316,-49.805,-27.344
1706612778.815,-48.828,-163.086,-56.152,-39.062,205.078
1706612778.817,-33.691,-147.949,-54.199,-39.062,291.504
1706612778.821,-42.480,-111.816,-51.758,-60.547,-60.547
1706612778.825,-44.922,-133.301,-48.340,-63.965,-185.059
1706612778.829,-21.484,-133.301,-44.922,-52.246,-114.746
1706612778.833,-21.484,-125.000,-48.340,-48.340,-39.062
1706612778.837,-56.152,-137.695,-48.828,-48.340,13.184
1706612778.841,-60.059,-137.695,-48.340,-60.059,15.137
1706612778.844,-40.527,-156.738,-49.805,-52.246,268.066
1706612778.848,-45.410,-139.160,-50.293,-47.852,280.273
1706612778.852,-38.574,-104.004,-46.387,-56.641,1.953
1706612778.856,-34.668,-134.277,-44.434,-45.410,71.777
1706612778.860,-44.922,-142.090,-46.875,-57.129,127.441
1706612778.862,-46.387,-116.211,-44.922,-64.453,-44.922
1706612778.866,-42.969,-121.582,-45.410,-44.922,-44.922
1706612778.870,-20.020,-137.695,-49.805,-45.898,13.672
1706612778.874,-20.020,-132.324,-48.828,-51.270,-29.785
1706612778.878,-29.785,-134.277,-46.875,-53.711,27.344
1706612778.882,-24.902,-139.648,-51.270,-55.176,20.020
1706612778.886,-34.668,-154.785,-54.688,-41.016,187.988
1706612778.889,-39.062,-145.996,-55.176,-41.504,330.566
1706612778.893,-27.832,-109.375,-45.898,-49.805,28.320
1706612778.897,-20.996,-125.977,-40.039,-44.434,-66.895
1706612778.901,-28.320,-137.207,-41.992,-52.734,58.594
1706612778.905,-49.316,-125.977,-43.457,-52.734,117.676
1706612778.907,-62.500,-124.023,-42.969,-32.227,-16.113
1706612778.911,-50.781,-134.766,-44.922,-34.668,-93.750
1706612778.915,-34.668,-139.160,-47.363,-47.852,-12.207
1706612778.919,-39.062,-122.559,-48.828,-62.012,37.109
1706612778.923,-55.176,-122.070,-52.246,-63.965,-5.859
1706612778.927,-49.316,-141.602,-51.758,-55.176,20.996
1706612778.931,-31.738,-145.508,-51.758,-49.316,272.461
1706612778.934,-21.484,-137.207,-51.270,-57.617,199.219
1706612778.938,-27.344,-123.535,-52.246,-67.871,-77.148
1706612778.942,-53.711,-134.277,-54.199,-57.617,13.672
1706612778.946,-63.477,-140.137,-54.688,-43.945,244.141
1706612778.950,-42.480,-110.840,-55.664,-45.898,139.160
1706612778.953,-27.832,-118.164,-51.270,-51.270,-69.824
1706612778.957,-44.434,-143.555,-47.363,-64.453,52.246
1706612778.961,-54.688,-137.695,-48.340,-61.035,62.012
1706612778.965,-54.688,-119.629,-49.316,-50.293,-106.934
1706612778.969,-42.969,-126.953,-49.316,-49.805,-63.477
1706612778.973,-25.391,-133.301,-46.875,-45.410,75.195
1706612778.977,-26.367,-128.418,-47.363,-47.852,163.086
1706612778.980,-17.090,-118.652,-46.875,-49.805,100.098
1706612778.984,-9.766,-115.723,-42.969,-31.738,-29.297
1706612778.988,-18.555,-138.672,-47.852,-28.809,94.727
1706612778.992,-33.203,-130.859,-51.270,-66.406,119.141
1706612778.996,-56.152,-104.004,-51.270,-87.891,-67.383
1706612779.012,-58.105,-124.023,-52.246,-80.078,-35.645
1706612779.016,-50.781,-123.535,-57.129,-77.637,33.203
1706612779.020,-48.340,-116.211,-64.941,-89.844,-60.547
1706612779.024,-35.645,-113.770,-68.359,-99.609,-113.770
1706612779.028,-29.297,-99.609,-72.266,-101.562,-92.773
1706612779.032,-24.414,-106.445,-77.148,-97.656,159.180
1706612779.036,-37.598,-94.727,-82.520,-95.215,289.062
1706612779.039,-48.828,-93.750,-91.797,-91.797,29.785
1706612779.043,-41.504,-105.469,-96.191,-82.031,35.156
1706612779.047,-14.160,-121.094,-98.145,-81.543,292.480
1706612779.051,-10.254,-97.656,-99.121,-98.145,119.629
1706612779.055,-39.062,-87.891,-101.562,-91.309,-63.965
1706612779.057,-58.594,-106.934,-101.562,-62.988,97.168
1706612779.061,-58.105,-101.562,-100.098,-65.918,90.332
1706612779.065,-54.688,-97.168,-100.586,-78.125,-33.691
1706612779.069,-55.176,-101.074,-97.168,-77.637,-36.133
1706612779.073,-50.293,-116.699,-93.262,-62.988,44.434
1706612779.077,-41.992,-121.582,-96.191,-53.711,45.410
1706612779.081,-36.621,-117.188,-99.121,-57.617,35.645
1706612779.084,-40.039,-113.281,-93.750,-62.012,9.766
1706612779.088,-39.062,-125.977,-90.820,-57.129,138.672
1706612779.092,-45.898,-125.977,-90.820,-47.363,283.691
1706612779.096,-52.246,-91.797,-84.961,-51.270,34.180
1706612779.100,-32.715,-108.887,-80.566,-42.969,-84.961
1706612779.102,-26.367,-122.559,-80.566,-41.016,-17.090
1706612779.106,-52.734,-114.258,-82.520,-49.316,9.766
1706612779.110,-66.895,-113.281,-83.984,-28.809,-13.672
1706612779.114,-61.523,-117.188,-82.031,1.953,35.645
1706612779.118,-50.293,-121.582,-78.613,4.883,115.723
1706612779.122,-47.852,-115.234,-77.148,6.348,90.332
1706612779.126,-52.246,-110.352,-74.219,22.949,197.266
1706612779.129,-41.016,-114.746,-76.660,29.297,268.555
1706612779.133,-34.180,-134.766,-80.566,44.922,572.266
1706612779.137,-36.621,-111.816,-79.590,47.363,637.695
1706612779.141,-18.066,-67.383,-76.660,41.992,194.336
1706612779.145,-2.930,-93.750,-77.637,58.594,160.645
1706612779.147,-16.113,-98.633,-76.172,62.500,240.234
1706612779.151,-18.066,-75.684,-68.359,77.637,108.398
1706612779.155,-13.184,-91.797,-70.312,96.191,163.086
1706612779.159,-8.301,-106.934,-72.266,90.820,240.234
1706612779.163,-4.883,-104.492,-72.754,92.773,264.648
1706612779.167,-16.113,-103.027,-71.777,102.051,340.332
1706612779.171,-33.203,-104.492,-67.871,124.512,332.520
1706612779.174,-21.484,-114.746,-61.523,152.832,505.859
1706612779.178,-12.695,-104.492,-60.547,139.648,553.711
1706612779.182,-23.438,-83.496,-60.547,120.605,281.250
1706612779.186,-27.344,-105.469,-62.500,125.488,287.598
1706612779.190,-41.992,-109.375,-64.941,134.766,460.938
1706612779.192,-43.945,-99.121,-63.477,140.625,471.680
1706612779.196,-14.160,-101.074,-65.430,140.137,304.688
1706612779.200,0.488,-111.328,-65.918,139.160,236.816
1706612779.204,0.000,-105.957,-62.988,127.930,338.867
1706612779.208,-1.465,-99.121,-62.988,132.324,342.285
1706612779.212,-16.113,-107.422,-59.570,148.926,378.418
1706612779.216,-29.297,-113.281,-59.082,143.066,380.859
1706612779.219,-12.695,-131.836,-65.430,146.484,651.367
1706612779.223,-14.648,-107.422,-61.523,145.996,700.195
1706612779.227,-34.180,-85.938,-53.223,145.020,305.664
1706612779.231,-31.250,-114.258,-52.246,159.668,345.703
1706612779.235,-36.621,-123.535,-61.523,141.113,289.551
1706612779.238,-46.387,-112.793,-62.012,119.629,215.332
1706612779.242,-25.391,-110.352,-58.594,114.258,180.176
1706612779.246,-17.578,-128.418,-56.641,115.234,291.992
1706612779.250,-53.711,-125.488,-50.781,116.211,402.344
1706612779.254,-59.082,-115.234,-50.781,104.492,212.402
1706612779.258,-57.129,-127.441,-49.805,90.820,99.609
1706612779.262,-64.453,-140.625,-53.711,84.473,357.910
1706612779.265,-67.871,-135.254,-57.129,73.730,483.887
1706612779.269,-81.543,-111.816,-57.129,59.570,126.953
1706612779.273,-77.148,-126.465,-59.082,47.852,44.434
1706612779.277,-70.801,-127.930,-52.734,33.203,101.562
1706612779.281,-72.754,-126.465,-53.711,26.367,55.176
1706612779.282,-69.824,-123.535,-60.547,19.043,19.043
1706612779.286,-68.359,-125.488,-61.523,24.902,102.539
1706612779.290,-67.871,-134.766,-62.012,11.230,159.668
1706612779.294,-79.102,-123.047,-62.988,-11.719,98.633
1706612779.298,-70.312,-118.164,-65.430,-32.715,18.555
1706612779.302,-62.988,-123.047,-68.848,-54.688,71.289
1706612779.306,-90.332,-144.531,-65.918,-41.016,397.949
1706612779.309,-112.305,-138.672,-61.523,-42.969,421.875
1706612779.313,-116.211,-108.887,-60.059,-60.547,0.488
1706612779.317,-98.145,-132.812,-56.152,-51.758,-72.266
1706612779.321,-102.539,-138.184,-55.664,-41.504,-40.039
1706612779.325,-115.234,-115.234,-57.617,-33.203,-82.520
1706612779.327,-102.051,-130.859,-44.434,-33.691,-134.277
1706612779.331,-100.586,-146.973,-33.691,-62.988,-81.543
1706612779.335,-98.633,-143.555,-36.133,-78.613,-24.414
1706612779.339,-104.492,-144.531,-36.621,-83.984,-169.922
1706612779.343,-100.098,-142.578,-36.621,-79.590,-151.855
1706612779.347,-97.168,-143.066,-43.457,-73.730,-27.344
1706612779.351,-118.652,-144.531,-44.922,-96.680,-54.199
1706612779.354,-94.238,-135.742,-43.457,-105.469,-49.316
1706612779.358,-82.520,-128.418,-48.340,-104.980,-148.926
1706612779.362,-104.492,-152.344,-48.828,-93.262,-6.836
1706612779.366,-122.070,-144.531,-45.410,-86.914,141.113
1706612779.370,-110.840,-109.863,-43.457,-99.121,-163.086
1706612779.387,-88.379,-122.070,-44.434,-104.004,-209.473
1706612779.391,-89.355,-133.301,-47.363,-107.910,-146.484
1706612779.395,-85.938,-121.582,-46.875,-103.027,-56.152
1706612779.399,-70.801,-117.676,-47.363,-99.609,-130.371
1706612779.403,-64.941,-129.395,-47.852,-107.910,-124.023
1706612779.407,-79.590,-137.207,-41.992,-116.211,133.301
1706612779.411,-83.496,-129.883,-41.992,-117.676,72.754
1706612779.414,-77.637,-121.094,-40.039,-98.145,-47.852
1706612779.418,-69.336,-123.047,-43.945,-88.379,-15.137
1706612779.422,-70.801,-144.531,-44.434,-80.566,253.418
1706612779.426,-84.473,-123.535,-41.016,-89.844,244.141
1706612779.430,-80.078,-93.750,-42.480,-106.445,-94.238
1706612779.432,-50.781,-104.980,-44.922,-93.262,-113.281
1706612779.436,-53.711,-112.793,-51.758,-89.355,-104.492
1706612779.440,-58.594,-116.699,-46.875,-104.980,-209.473
1706612779.444,-49.316,-125.488,-37.109,-109.863,-212.891
1706612779.448,-44.922,-135.254,-38.086,-104.980,-123.535
1706612779.452,-41.504,-130.371,-44.434,-103.027,24.902
1706612779.456,-52.734,-131.348,-43.945,-91.309,16.602
1706612779.459,-50.293,-126.465,-43.457,-107.910,-128.418
1706612779.463,-33.203,-142.090,-49.805,-123.047,42.480
1706612779.467,-11.719,-141.113,-53.711,-122.070,145.996
1706612779.471,-30.273,-111.816,-48.828,-119.141,-68.848
1706612779.475,-46.875,-123.535,-41.992,-114.258,-164.551
1706612779.477,-20.508,-125.000,-39.062,-115.234,-72.266
1706612779.481,-20.020,-110.840,-44.434,-121.582,-36.621
1706612779.485,-27.832,-111.328,-44.434,-121.582,-112.305
1706612779.489,-14.648,-124.023,-46.387,-116.699,-145.020
1706612779.493,-11.719,-131.348,-53.223,-112.793,-116.699
1706612779.497,-18.066,-129.395,-53.223,-126.465,-4.395
1706612779.501,-9.766,-138.184,-51.270,-139.648,11.230
1706612779.504,-24.902,-146.484,-51.758,-125.488,8.301
1706612779.508,-42.969,-165.039,-52.246,-119.141,166.992
1706612779.512,-35.156,-131.348,-50.293,-122.070,195.801
1706612779.516,-36.621,-95.703,-45.410,-122.559,-65.430
1706612779.520,-14.648,-125.000,-45.898,-115.723,-127.441
1706612779.522,6.836,-126.465,-43.457,-107.910,-111.328
1706612779.526,-11.719,-120.117,-39.062,-106.445,-174.316
1706612779.530,-33.691,-128.906,-41.992,-111.328,-277.832
1706612779.534,-24.414,-147.461,-43.945,-99.121,-166.016
1706612779.538,-13.184,-144.531,-42.969,-111.328,-21.973
1706612779.542,-31.738,-127.930,-46.387,-142.090,-93.750
1706612779.546,-56.641,-125.488,-48.340,-129.395,-14.160
1706612779.549,-37.598,-148.438,-47.852,-103.027,158.203
1706612779.553,-35.156,-145.508,-48.340,-97.168,178.711
1706612779.557,-50.293,-108.398,-50.781,-119.141,-133.301
1706612779.561,-40.527,-120.605,-46.875,-123.047,-254.883
1706612779.565,-39.551,-134.277,-29.785,-101.074,-122.559
1706612779.568,-59.570,-126.465,-22.461,-95.703,-50.781
1706612779.572,-60.547,-122.070,-29.785,-102.051,-162.109
