timestamps,TP9,AF7,AF8,TP10,Right AUX
1706612761.392,-16.602,-131.348,-59.082,-45.898,15.137
1706612761.396,-12.695,-131.836,-55.176,-50.781,-56.152
1706612761.400,-39.062,-134.277,-52.734,-47.363,-47.363
1706612761.404,-40.039,-134.277,-59.082,-41.992,-21.484
1706612761.408,-14.648,-165.527,-63.477,-32.227,197.754
1706612761.412,-26.367,-167.969,-65.430,-47.363,406.738
1706612761.415,-41.504,-110.840,-71.289,-80.078,17.578
1706612761.419,-23.438,-122.070,-77.637,-59.570,-203.125
1706612761.423,-35.645,-149.902,-58.105,-38.086,-127.441
1706612761.427,-53.711,-148.438,-48.828,-42.969,-61.035
1706612761.431,-46.875,-140.137,-51.758,-52.246,-63.965
1706612761.434,-44.922,-158.203,-45.410,-68.359,-94.727
1706612761.438,-59.570,-174.805,-46.387,-78.613,23.926
1706612761.442,-69.336,-165.039,-48.828,-79.590,-0.488
1706612761.446,-63.965,-167.969,-47.852,-69.336,-142.090
1706612761.450,-51.758,-191.895,-43.945,-68.848,-117.188
1706612761.454,-47.852,-204.102,-40.527,-78.613,142.090
1706612761.458,-62.988,-175.781,-37.109,-76.660,191.406
1706612761.461,-75.684,-164.062,-39.062,-68.848,-62.500
1706612761.465,-73.242,-201.660,-43.945,-70.312,-74.707
1706612761.469,-73.242,-213.867,-44.434,-64.453,108.887
1706612761.473,-89.844,-173.828,-40.039,-59.082,-53.711
1706612761.477,-84.961,-172.852,-37.598,-63.965,-114.258
1706612761.493,-74.707,-187.500,-43.945,-56.152,37.109
1706612761.497,-77.637,-174.316,-49.805,-49.805,55.176
1706612761.501,-65.918,-164.551,-49.316,-63.477,-67.871
1706612761.505,-55.664,-176.270,-48.828,-79.102,-60.059
1706612761.509,-50.293,-196.289,-48.828,-61.035,229.492
1706612761.513,-56.152,-180.176,-49.316,-46.875,402.832
1706612761.517,-45.410,-143.066,-47.363,-55.664,145.996
1706612761.520,-26.855,-146.973,-47.852,-59.082,-29.297
1706612761.524,-41.016,-179.688,-48.828,-61.523,83.984
1706612761.528,-52.734,-166.504,-43.457,-66.406,167.480
1706612761.532,-59.570,-135.742,-43.457,-60.059,-60.059
1706612761.536,-66.895,-154.785,-47.852,-45.898,-85.449
1706612761.538,-42.480,-159.668,-42.480,-46.387,8.789
1706612761.542,-30.762,-146.484,-41.504,-66.895,-46.387
1706612761.546,-37.109,-149.414,-41.992,-64.941,-22.461
1706612761.550,-36.133,-162.109,-42.969,-47.852,87.891
1706612761.554,-24.902,-162.598,-46.387,-47.852,72.266
1706612761.558,-28.320,-152.832,-49.805,-46.387,73.242
1706612761.562,-45.410,-148.438,-48.340,-59.082,163.574
1706612761.565,-42.480,-155.762,-49.316,-65.430,153.809
1706612761.569,-52.246,-177.734,-55.664,-41.992,341.797
1706612761.573,-67.383,-137.207,-53.223,-40.527,218.750
1706612761.577,-51.270,-116.211,-51.270,-49.316,-80.566
1706612761.581,-33.203,-142.090,-47.852,-44.434,-5.371
1706612761.582,-35.645,-135.742,-54.688,-47.363,-64.941
1706612761.586,-49.316,-131.836,-57.617,-48.828,-133.301
1706612761.590,-45.410,-140.625,-47.363,-34.668,-154.297
1706612761.594,-27.832,-152.832,-51.270,-28.809,48.340
1706612761.598,-21.973,-143.066,-54.688,-38.086,146.484
1706612761.602,-15.625,-134.277,-51.270,-45.410,-4.395
1706612761.606,-32.715,-134.766,-53.223,-43.457,50.293
1706612761.609,-52.246,-160.645,-56.152,-22.461,233.398
1706612761.613,-45.898,-173.340,-59.082,-28.809,343.262
1706612761.617,-49.805,-117.188,-55.176,-61.523,81.543
1706612761.621,-53.223,-117.188,-53.223,-67.871,-116.699
1706612761.625,-55.664,-138.672,-54.688,-60.547,-63.965
1706612761.628,-41.992,-122.559,-50.781,-50.293,-57.129
1706612761.632,-37.598,-130.371,-53.711,-44.922,-81.543
1706612761.636,-38.086,-147.461,-57.129,-49.316,-116.699
1706612761.640,-30.762,-134.766,-52.734,-55.176,-84.961
1706612761.644,-40.527,-131.348,-52.734,-53.223,-79.590
1706612761.648,-50.781,-145.996,-53.223,-42.969,-88.379
1706612761.652,-25.879,-156.250,-57.617,-41.504,1.953
1706612761.655,-21.973,-178.711,-57.129,-40.039,317.383
1706612761.659,-46.875,-133.301,-52.734,-49.805,233.887
1706612761.663,-46.387,-105.469,-53.711,-66.895,-105.957
1706612761.667,-47.852,-136.719,-48.340,-57.617,-55.176
1706612761.671,-42.480,-137.695,-45.898,-33.203,1.465
1706612761.672,-34.668,-128.418,-41.992,-22.461,14.648
1706612761.676,-36.621,-138.672,-41.504,-45.898,0.000
1706612761.680,-26.367,-150.391,-45.410,-64.941,-28.809
1706612761.684,-22.949,-143.555,-45.410,-50.293,63.477
1706612761.688,-22.949,-143.555,-41.504,-37.598,87.891
1706612761.692,-35.156,-146.484,-42.969,-40.039,32.715
1706612761.696,-36.621,-161.133,-49.805,-39.062,239.258
1706612761.699,-32.715,-157.227,-47.852,-45.410,411.621
1706612761.703,-50.293,-107.422,-49.316,-47.363,137.695
1706612761.707,-38.574,-120.605,-50.293,-38.574,-43.457
1706612761.711,-17.090,-130.371,-45.898,-34.180,91.309
1706612761.715,-19.531,-110.352,-47.852,-53.223,28.809
1706612761.718,-31.738,-116.699,-50.781,-62.012,-91.309
1706612761.722,-26.367,-136.230,-51.758,-51.270,-83.008
1706612761.726,-30.273,-139.648,-56.641,-48.340,-66.895
1706612761.730,-48.340,-125.977,-59.082,-39.551,-65.430
1706612761.734,-49.805,-127.930,-53.711,-41.504,-59.570
1706612761.738,-41.992,-152.344,-52.246,-54.199,50.781
1706612761.742,-46.875,-155.273,-59.082,-58.594,213.867
1706612761.745,-55.176,-114.746,-57.129,-61.035,76.172
1706612761.749,-38.574,-114.746,-50.781,-52.734,-76.660
1706612761.753,-25.879,-145.020,-56.152,-52.246,22.461
1706612761.757,-37.598,-144.043,-60.547,-71.777,123.047
1706612761.761,-42.969,-132.324,-57.129,-71.777,54.199
1706612761.763,-36.621,-145.508,-58.594,-54.199,60.547
1706612761.767,-21.973,-153.320,-61.035,-41.992,192.871
1706612761.771,-6.348,-138.672,-63.477,-58.105,88.867
1706612761.775,-19.043,-130.371,-65.430,-74.219,-33.203
1706612761.779,-44.434,-131.348,-59.082,-62.500,36.133
1706612761.783,-54.199,-153.320,-57.129,-47.363,257.812
1706612761.787,-60.547,-156.250,-55.176,-42.480,565.430
1706612761.790,-60.059,-107.910,-49.316,-62.012,241.699
1706612761.794,-51.270,-127.930,-56.152,-59.570,-147.949
1706612761.798,-44.922,-142.578,-58.594,-51.270,-109.863
1706612761.802,-41.504,-133.301,-54.688,-56.641,-52.734
1706612761.806,-38.574,-133.789,-52.734,-49.805,-47.852
1706612761.825,-32.715,-137.695,-53.223,-51.758,-40.527
1706612761.829,-40.527,-144.531,-59.082,-62.988,27.344
1706612761.833,-36.621,-145.508,-55.176,-67.383,49.316
1706612761.837,-43.945,-131.836,-50.293,-65.918,-71.289
1706612761.841,-50.781,-133.789,-56.641,-51.270,-48.340
1706612761.845,-39.062,-154.785,-57.129,-49.805,292.969
1706612761.849,-52.734,-131.836,-56.152,-70.801,224.609
1706612761.852,-53.223,-114.258,-61.035,-76.660,-4.883
1706612761.856,-41.016,-143.555,-61.523,-51.758,113.281
1706612761.860,-37.598,-149.902,-62.500,-41.992,147.949
1706612761.864,-35.156,-113.770,-61.035,-62.012,-41.992
1706612761.868,-34.180,-126.953,-57.617,-69.824,-97.168
1706612761.867,-42.969,-144.531,-58.105,-69.336,-6.348
1706612761.871,-43.945,-138.672,-58.105,-62.012,-28.320
1706612761.875,-29.785,-126.953,-57.129,-43.945,-174.316
1706612761.879,-29.785,-134.277,-60.547,-45.898,-169.922
1706612761.883,-35.645,-140.137,-60.059,-71.289,108.887
1706612761.887,-52.246,-136.719,-60.547,-76.660,206.543
1706612761.891,-72.266,-138.184,-59.570,-52.246,64.453
1706612761.894,-67.871,-127.930,-53.711,-40.039,43.945
1706612761.898,-47.852,-151.367,-60.547,-34.180,223.145
1706612761.902,-44.922,-175.781,-65.430,-32.715,401.855
1706612761.906,-54.688,-120.605,-59.082,-61.523,83.008
1706612761.910,-55.664,-113.770,-58.105,-65.430,-152.832
1706612761.913,-43.945,-132.812,-57.617,-37.598,-67.871
1706612761.917,-30.762,-119.141,-56.152,-30.273,-108.887
1706612761.921,-25.879,-121.582,-59.082,-51.758,-216.797
1706612761.925,-33.203,-129.883,-61.523,-61.035,-172.852
1706612761.929,-51.758,-133.301,-61.035,-54.199,-44.434
1706612761.933,-53.223,-131.836,-57.129,-54.199,20.996
1706612761.937,-41.016,-128.418,-56.641,-49.805,49.805
1706612761.940,-33.691,-134.277,-58.594,-48.828,38.086
1706612761.944,-41.016,-166.016,-62.012,-51.270,262.695
1706612761.948,-43.945,-125.488,-62.500,-51.270,174.805
1706612761.952,-44.434,-98.633,-62.988,-46.875,-59.570
1706612761.956,-44.434,-126.465,-62.012,-46.387,74.707
1706612761.957,-34.668,-125.000,-57.617,-55.664,39.551
1706612761.961,-39.062,-125.000,-52.246,-62.500,-100.586
1706612761.965,-40.039,-133.301,-50.293,-64.941,-161.621
1706612761.969,-34.180,-143.066,-53.223,-58.105,3.906
1706612761.973,-22.461,-136.719,-57.129,-48.828,54.199
1706612761.977,-20.508,-133.789,-59.570,-58.105,68.848
1706612761.981,-33.691,-129.395,-59.082,-76.172,112.793
1706612761.984,-19.531,-155.762,-64.453,-71.289,127.930
1706612761.988,-20.996,-154.785,-63.965,-51.758,187.988
1706612761.992,-39.062,-110.352,-63.965,-74.219,10.742
1706612761.996,-23.926,-116.211,-65.918,-85.449,4.883
1706612762.000,-34.668,-135.742,-64.941,-69.336,28.320
1706612762.004,-47.363,-135.254,-58.594,-61.035,-173.340
1706612762.008,-43.945,-125.977,-50.781,-46.875,-169.922
1706612762.012,-56.641,-139.160,-49.805,-39.551,-74.219
1706612762.016,-58.105,-143.066,-47.852,-48.340,-52.734
1706612762.020,-56.152,-134.766,-43.457,-51.270,-77.148
1706612762.024,-55.176,-136.230,-44.922,-47.852,-13.672
1706612762.028,-44.434,-148.926,-49.805,-36.621,45.898
1706612762.031,-41.992,-149.902,-57.129,-27.344,228.516
1706612762.035,-33.691,-104.004,-56.152,-39.551,195.312
1706612762.039,-21.973,-104.004,-50.293,-58.594,-31.250
1706612762.043,-34.668,-131.348,-52.246,-55.176,5.371
1706612762.047,-34.668,-136.719,-55.664,-45.410,18.555
1706612762.048,-33.691,-133.789,-53.223,-25.391,-22.461
1706612762.052,-19.531,-130.859,-50.781,-10.254,-68.359
1706612762.056,-8.789,-145.508,-65.430,-27.344,62.500
1706612762.060,-31.738,-142.578,-72.266,-64.941,149.902
1706612762.064,-42.969,-122.070,-66.406,-64.453,-1.465
1706612762.068,-36.621,-112.793,-65.430,-43.457,72.266
1706612762.072,-24.902,-131.836,-64.453,-39.551,238.770
1706612762.075,-32.227,-134.277,-69.824,-54.688,351.562
1706612762.079,-39.551,-77.148,-66.406,-73.242,108.398
1706612762.083,-22.461,-72.266,-65.430,-59.570,-16.602
1706612762.087,-28.320,-86.914,-75.684,-61.523,47.852
1706612762.091,-35.645,-78.613,-75.684,-68.359,-4.395
1706612762.095,-24.902,-76.660,-69.824,-66.406,-77.637
1706612762.099,-20.020,-94.238,-70.312,-76.172,-115.234
1706612762.103,-25.391,-95.215,-78.613,-72.754,12.695
1706612762.107,-38.574,-66.895,-83.496,-60.547,1.953
1706612762.111,-26.367,-69.824,-79.590,-57.129,-2.441
1706612762.115,-6.348,-98.633,-76.172,-64.453,148.438
1706612762.119,-30.273,-126.953,-78.613,-66.406,377.930
1706612762.122,-50.781,-84.961,-72.266,-66.895,247.559
1706612762.126,-32.227,-51.758,-66.406,-61.035,-45.898
1706612762.130,-15.625,-84.961,-65.430,-47.852,-10.254
1706612762.134,-21.973,-94.727,-61.523,-41.992,-35.156
1706612762.138,-36.621,-88.867,-66.895,-57.129,-63.965
1706612762.152,-35.645,-101.562,-71.289,-60.059,-70.312
1706612762.156,-21.973,-111.328,-70.312,-43.457,-83.008
1706612762.160,-31.738,-103.516,-72.754,-52.734,-32.715
1706612762.164,-43.945,-115.234,-74.219,-66.406,-18.066
1706612762.168,-23.926,-112.793,-74.219,-71.777,-22.949
1706612762.172,-12.207,-128.418,-68.848,-57.617,225.586
1706612762.176,-31.738,-142.090,-66.895,-37.109,515.625
1706612762.179,-42.969,-89.355,-62.988,-43.945,196.289
1706612762.183,-28.809,-83.984,-57.617,-53.711,-4.395
1706612762.187,-20.508,-110.352,-58.594,-60.547,83.496
1706612762.191,-10.742,-99.609,-60.059,-61.035,-49.805
1706612762.195,-27.832,-94.727,-63.477,-50.781,-180.664
1706612762.197,-32.227,-108.887,-61.035,-35.645,-104.980
1706612762.201,-18.066,-120.117,-63.477,-41.504,28.809
1706612762.205,-29.785,-108.398,-69.336,-61.035,-6.348
1706612762.209,-23.438,-101.562,-64.453,-59.570,-50.781
1706612762.213,-19.043,-120.117,-62.500,-42.969,6.348
1706612762.217,-29.785,-134.766,-69.824,-36.133,81.543
1706612762.221,-31.738,-126.953,-73.730,-58.105,74.219
1706612762.224,-45.898,-123.047,-71.289,-60.547,10.254
1706612762.228,-45.898,-136.719,-64.941,-60.547,64.453
1706612762.232,-42.969,-166.016,-66.406,-57.129,247.070
1706612762.236,-55.176,-126.465,-63.965,-54.199,146.484
1706612762.240,-39.062,-104.492,-60.547,-64.941,48.828
1706612762.242,-30.273,-136.230,-63.477,-69.824,56.152
1706612762.246,-25.391,-131.348,-63.477,-68.848,-122.070
1706612762.250,-35.156,-126.953,-62.012,-56.152,-149.414
1706612762.254,-50.293,-139.648,-56.641,-41.992,-50.781
1706612762.258,-33.203,-151.367,-57.617,-32.227,137.207
1706612762.262,-34.180,-145.508,-64.453,-52.246,189.453
1706612762.266,-47.852,-122.559,-64.941,-76.172,-32.715
1706612762.269,-52.734,-118.652,-60.547,-71.289,-144.043
1706612762.273,-46.387,-156.250,-61.035,-48.340,82.520
1706612762.277,-35.156,-146.484,-64.453,-42.480,312.988
1706612762.281,-35.156,-95.703,-59.082,-62.988,5.859
1706612762.285,-43.945,-120.117,-57.617,-72.754,-153.320
1706612762.288,-50.781,-133.301,-63.965,-70.801,-108.887
1706612762.292,-53.711,-116.211,-57.129,-57.617,-56.641
1706612762.296,-41.504,-113.770,-55.664,-55.176,-39.062
1706612762.300,-32.715,-134.277,-65.430,-70.801,-30.273
1706612762.304,-52.734,-143.555,-66.895,-80.078,14.648
1706612762.308,-59.082,-134.766,-63.965,-64.453,83.496
1706612762.312,-45.410,-127.930,-57.129,-57.129,171.387
1706612762.315,-33.203,-141.113,-57.129,-49.316,173.828
1706612762.319,-33.203,-151.855,-59.082,-46.875,281.738
1706612762.323,-47.363,-114.746,-58.105,-66.406,107.910
1706612762.327,-52.246,-120.117,-62.012,-67.871,-119.141
1706612762.331,-45.898,-153.320,-65.918,-53.223,80.078
1706612762.332,-33.203,-139.648,-60.059,-41.016,155.762
1706612762.336,-42.480,-115.723,-60.059,-48.340,-19.043
1706612762.340,-51.758,-125.488,-64.941,-63.477,-15.137
1706612762.344,-33.691,-137.695,-61.523,-69.336,144.043
1706612762.348,-46.387,-133.301,-59.082,-58.594,91.797
1706612762.352,-54.688,-135.254,-64.453,-54.199,63.477
1706612762.356,-52.246,-130.859,-62.012,-65.918,81.055
1706612762.359,-53.711,-156.250,-55.664,-68.359,198.242
1706612762.363,-59.082,-156.250,-58.105,-80.078,328.613
1706612762.367,-72.754,-104.980,-53.711,-75.684,16.602
1706612762.371,-53.711,-124.512,-47.363,-56.152,-102.539
1706612762.375,-39.062,-133.301,-45.410,-58.105,-34.180
1706612762.380,-49.316,-118.652,-51.758,-68.848,-87.402
1706612762.384,-43.457,-126.465,-55.664,-69.336,-38.086
1706612762.388,-33.691,-143.066,-57.617,-58.105,31.250
1706612762.392,-36.133,-135.742,-63.965,-50.781,55.664
1706612762.396,-46.387,-124.512,-65.918,-47.363,63.477
1706612762.400,-59.082,-133.301,-64.941,-56.641,35.156
1706612762.404,-57.617,-139.160,-58.594,-63.965,62.012
1706612762.407,-48.828,-148.926,-55.176,-32.715,196.289
1706612762.411,-26.855,-111.328,-56.152,-24.414,38.086
1706612762.415,-46.387,-99.609,-55.664,-59.082,-85.938
1706612762.419,-44.922,-118.164,-56.152,-78.125,0.977
1706612762.423,-31.738,-105.469,-58.105,-68.359,90.820
1706612762.426,-64.453,-100.586,-60.547,-82.520,-10.254
1706612762.430,-62.988,-115.723,-68.359,-90.820,-29.785
1706612762.434,-65.430,-118.652,-69.336,-89.844,15.625
1706612762.438,-66.895,-110.840,-72.266,-108.887,5.371
1706612762.442,-59.570,-99.609,-72.266,-99.609,54.199
1706612762.446,-59.570,-126.465,-69.824,-71.777,208.008
1706612762.449,-61.035,-150.879,-72.754,-60.547,442.383
1706612762.453,-73.730,-99.609,-69.336,-73.730,223.145
1706612762.457,-72.266,-86.914,-63.477,-88.379,-67.383
1706612762.461,-50.293,-112.305,-64.453,-88.867,-26.367
1706612762.465,-40.527,-107.422,-67.383,-85.449,-75.195
1706612762.468,-22.461,-104.492,-62.500,-64.941,-103.516
1706612762.472,-38.574,-117.188,-63.477,-60.059,-83.008
1706612762.476,-49.805,-128.418,-68.848,-76.172,-34.180
1706612762.480,-44.922,-120.117,-69.336,-80.566,-157.715
1706612762.484,-49.805,-117.676,-62.012,-65.430,-152.832
1706612762.488,-44.434,-143.555,-57.617,-61.035,70.312
1706612762.492,-41.504,-149.902,-60.059,-68.848,170.898
1706612762.495,-52.246,-119.629,-60.547,-75.195,170.410
1706612762.499,-51.270,-106.934,-58.594,-73.242,-1.465
1706612762.503,-30.762,-137.207,-57.617,-45.898,-30.273
1706612762.507,-10.742,-145.020,-58.105,-25.879,135.742
1706612762.511,-20.020,-104.980,-59.082,-49.316,17.578
1706612762.526,-33.691,-112.793,-64.941,-79.102,-50.781
1706612762.530,-41.992,-124.023,-69.824,-81.055,33.691
1706612762.534,-42.480,-116.699,-68.848,-62.500,-1.953
1706612762.538,-30.762,-116.699,-65.430,-50.781,4.395
1706612762.542,-29.297,-119.141,-64.941,-58.594,24.902
1706612762.546,-23.438,-145.996,-68.848,-66.895,262.207
1706612762.550,-28.809,-146.484,-70.312,-61.523,437.012
1706612762.553,-44.922,-97.656,-64.941,-64.453,46.875
1706612762.557,-31.738,-109.375,-60.547,-52.734,-77.148
1706612762.561,-13.184,-125.000,-61.035,-41.992,81.543
1706612762.565,-25.879,-105.469,-62.500,-59.570,11.719
1706612762.569,-35.156,-102.051,-60.547,-72.266,-178.711
1706612762.572,-38.574,-121.582,-62.500,-64.453,-108.887
1706612762.576,-29.297,-128.418,-61.035,-59.082,-27.832
1706612762.580,-16.602,-121.094,-60.059,-60.547,-98.145
1706612762.584,-15.137,-110.840,-55.176,-65.430,-80.566
1706612762.588,-17.578,-122.559,-51.270,-68.359,3.906
1706612762.592,-42.480,-140.137,-54.688,-57.129,76.172
1706612762.596,-53.223,-130.371,-53.223,-49.805,141.602
1706612762.599,-44.922,-110.840,-55.664,-49.316,50.293
1706612762.603,-28.809,-131.836,-51.758,-43.945,-9.277
1706612762.607,-38.086,-154.297,-50.781,-47.363,114.746
1706612762.611,-44.434,-121.094,-51.270,-58.594,57.617
1706612762.615,-27.832,-113.281,-52.246,-58.105,-50.293
1706612762.617,-17.090,-143.555,-59.570,-48.340,-34.668
1706612762.621,-18.555,-137.207,-56.641,-55.176,-13.672
1706612762.625,-44.922,-118.164,-52.734,-75.195,-79.590
1706612762.629,-56.641,-136.230,-61.523,-69.824,-24.902
1706612762.633,-47.363,-152.344,-74.219,-49.805,245.117
1706612762.637,-30.273,-148.438,-74.219,-46.875,334.473
1706612762.641,-25.391,-124.023,-63.477,-77.148,151.855
1706612762.644,-34.668,-121.094,-62.988,-88.379,11.719
1706612762.648,-41.016,-158.691,-71.777,-53.223,79.590
1706612762.652,-51.270,-145.508,-64.941,-34.668,125.000
1706612762.656,-48.340,-109.863,-58.105,-56.152,-30.273
1706612762.660,-41.016,-138.184,-65.430,-68.848,48.340
1706612762.664,-57.129,-142.578,-68.848,-71.289,48.828
1706612762.668,-66.406,-136.719,-67.383,-71.289,-82.520
1706612762.672,-58.105,-129.395,-65.918,-68.359,-158.691
1706612762.676,-46.875,-141.602,-72.754,-60.547,-50.293
1706612762.680,-47.363,-153.320,-70.312,-62.988,49.805
1706612762.684,-63.965,-135.742,-60.547,-74.219,-23.926
1706612762.688,-61.523,-128.418,-61.523,-73.730,-14.160
1706612762.691,-48.340,-140.137,-59.082,-60.547,93.262
1706612762.695,-44.922,-145.020,-62.012,-64.941,240.723
1706612762.699,-35.645,-114.258,-65.918,-75.195,141.602
1706612762.703,-25.879,-115.234,-63.965,-83.008,-58.105
1706612762.707,-23.926,-137.207,-62.988,-95.703,-24.414
1706612762.707,-22.461,-136.230,-60.547,-95.215,-2.441
1706612762.711,-25.879,-129.395,-62.988,-91.797,-122.559
1706612762.715,-17.090,-129.395,-62.988,-85.449,-47.363
1706612762.719,-30.273,-141.602,-60.547,-78.613,103.516
1706612762.723,-62.988,-139.648,-59.082,-73.730,146.973
1706612762.727,-74.219,-138.672,-56.641,-52.246,127.441
1706612762.731,-74.219,-137.695,-54.688,-43.945,65.430
1706612762.734,-58.594,-150.391,-53.223,-49.805,181.641
1706612762.738,-53.711,-161.133,-58.594,-54.199,392.090
1706612762.742,-68.848,-119.629,-56.152,-69.824,131.836
1706612762.746,-65.918,-117.676,-49.316,-61.035,-122.070
1706612762.750,-51.758,-133.301,-55.664,-58.594,18.066
1706612762.753,-48.828,-121.094,-58.105,-65.430,33.691
1706612762.757,-47.363,-125.977,-55.664,-61.035,-82.520
1706612762.761,-38.574,-142.090,-51.758,-53.711,-68.848
1706612762.765,-38.574,-138.184,-56.641,-48.340,-1.465
1706612762.769,-46.875,-136.719,-61.523,-49.316,-50.781
1706612762.773,-42.480,-145.996,-63.477,-46.387,-37.109
1706612762.777,-48.340,-142.578,-66.895,-54.688,34.668
1706612762.780,-55.664,-166.992,-60.547,-65.430,264.160
1706612762.784,-67.383,-133.301,-57.617,-74.219,128.418
1706612762.788,-53.223,-97.656,-60.059,-65.430,-178.223
1706612762.792,-7.812,-125.000,-66.406,-38.574,-83.496
1706612762.796,-20.020,-130.859,-55.176,-46.875,-115.234
1706612762.797,-56.152,-124.023,-40.039,-79.102,-216.309
1706612762.801,-58.594,-126.953,-46.875,-89.844,-122.070
1706612762.805,-58.105,-143.555,-49.316,-67.871,-68.848
1706612762.809,-47.363,-147.461,-46.875,-54.199,49.316
1706612762.813,-51.758,-140.137,-51.270,-72.266,126.465
1706612762.817,-79.590,-140.625,-58.594,-88.867,69.824
1706612762.821,-73.730,-167.480,-60.059,-80.078,226.074
1706612762.824,-63.477,-173.828,-54.199,-52.246,402.344
1706612762.828,-67.383,-120.605,-49.316,-51.758,112.305
1706612762.832,-48.828,-122.559,-52.246,-65.430,-124.023
1706612762.836,-36.133,-146.484,-53.711,-69.824,-77.637
1706612762.840,-47.363,-132.812,-50.781,-69.824,-50.293
1706612762.844,-49.316,-129.883,-51.270,-58.105,-72.266
1706612762.848,-45.410,-140.137,-47.852,-44.922,-45.410
1706612762.852,-45.410,-139.160,-46.875,-47.363,35.645
1706612762.856,-49.316,-125.977,-48.340,-61.523,53.223
1706612762.860,-55.176,-139.648,-48.340,-67.383,-16.113
1706612762.864,-57.129,-163.086,-54.688,-60.059,74.707
1706612762.868,-60.059,-161.621,-56.152,-51.758,307.617
1706612762.871,-54.199,-125.000,-59.570,-59.082,209.961
1706612762.875,-46.875,-116.211,-61.523,-75.684,-31.250
1706612762.879,-39.062,-154.297,-59.570,-68.848,-2.930
1706612762.883,-47.852,-154.785,-56.152,-57.617,160.645
1706612762.887,-56.641,-118.652,-54.199,-59.082,4.883
1706612762.902,-37.598,-120.117,-58.105,-52.246,-75.195
1706612762.906,-26.367,-147.949,-53.711,-57.129,104.492
1706612762.910,-46.875,-140.625,-49.316,-66.406,99.121
1706612762.914,-50.293,-124.512,-48.340,-48.828,9.766
1706612762.918,-61.523,-134.277,-53.223,-36.133,110.352
1706612762.922,-62.988,-157.715,-58.594,-34.668,234.863
1706612762.926,-41.504,-178.711,-62.012,-46.387,400.879
1706612762.929,-50.293,-128.418,-66.895,-76.660,130.859
1706612762.933,-51.270,-117.188,-60.547,-65.918,-124.512
1706612762.937,-41.016,-137.207,-61.523,-56.641,-30.273
1706612762.941,-26.855,-127.441,-63.965,-59.570,-74.219
1706612762.945,-25.879,-126.465,-56.152,-62.012,-179.199
1706612762.935,-45.410,-136.230,-54.688,-68.848,-76.660
1706612762.939,-47.363,-134.766,-56.641,-52.734,62.012
1706612762.943,-38.574,-116.699,-60.059,-42.480,-20.996
1706612762.947,-42.480,-122.070,-58.105,-49.805,-116.211
1706612762.951,-53.223,-141.113,-52.246,-53.223,-75.195
1706612762.955,-53.223,-146.973,-50.781,-57.129,63.477
1706612762.959,-54.199,-138.184,-52.246,-61.523,171.387
1706612762.962,-43.457,-122.070,-53.711,-57.617,55.176
1706612762.966,-27.832,-138.672,-58.594,-43.945,53.223
1706612762.970,-38.086,-153.809,-58.105,-42.969,298.828
1706612762.974,-43.945,-112.305,-55.176,-66.406,68.848
1706612762.978,-34.180,-112.793,-49.316,-57.129,-80.566
1706612762.991,-30.762,-135.742,-55.176,-41.504,58.105
1706612762.995,-32.227,-130.859,-56.152,-46.387,13.672
1706612762.999,-31.738,-128.906,-48.340,-45.410,-57.129
1706612763.003,-38.086,-134.277,-50.293,-69.336,-29.785
1706612763.007,-29.785,-156.738,-52.734,-64.941,188.477
1706612763.011,-37.598,-160.156,-58.594,-47.363,362.305
1706612763.015,-44.434,-122.070,-60.547,-66.895,142.578
1706612763.018,-28.320,-118.164,-58.594,-51.270,-113.770
1706612763.022,-44.434,-149.414,-61.035,-43.457,56.152
1706612763.026,-67.871,-130.371,-61.035,-62.500,184.082
1706612763.030,-69.336,-99.609,-54.688,-63.477,-66.895
1706612763.034,-50.293,-126.465,-55.664,-59.570,-52.246
1706612763.038,-36.133,-133.789,-59.082,-62.012,48.828
1706612763.042,-44.922,-126.465,-57.129,-70.312,15.137
1706612763.046,-49.805,-127.930,-56.152,-67.871,-90.820
1706612763.050,-41.504,-136.230,-56.641,-57.129,-53.223
1706612763.054,-19.531,-142.578,-57.617,-48.828,39.551
1706612763.058,-6.836,-139.160,-53.711,-47.363,23.926
1706612763.062,-42.480,-134.277,-53.223,-57.129,63.965
1706612763.065,-65.430,-140.625,-52.734,-56.152,65.918
1706612763.069,-52.734,-165.527,-53.711,-46.875,267.090
1706612763.073,-48.828,-125.977,-60.059,-58.105,177.246
1706612763.077,-39.551,-109.863,-62.500,-63.965,-83.496
1706612763.081,-24.414,-143.555,-62.012,-60.547,-13.672
1706612763.082,-29.785,-132.812,-63.477,-55.176,-68.359
1706612763.086,-49.316,-123.535,-57.617,-50.781,-136.719
1706612763.090,-47.363,-132.324,-58.594,-58.105,-82.520
1706612763.094,-31.250,-146.484,-62.012,-57.617,41.992
1706612763.098,-38.086,-142.578,-61.035,-71.777,85.938
1706612763.102,-31.738,-134.277,-62.500,-82.031,54.688
1706612763.106,-41.504,-134.766,-62.988,-64.941,37.598
1706612763.109,-59.082,-161.621,-63.477,-42.480,111.816
1706612763.113,-47.363,-172.363,-66.406,-36.621,296.387
1706612763.117,-54.199,-114.746,-57.129,-61.035,120.605
1706612763.121,-53.223,-118.652,-55.664,-76.172,-85.449
1706612763.125,-41.992,-145.996,-63.477,-60.547,-67.871
1706612763.128,-33.691,-122.559,-56.641,-48.828,-28.809
1706612763.132,-35.156,-118.164,-52.246,-40.527,-58.594
