Timestamp,C3,CZ,C4,FCZ,FC3,CP4,CPZ,CP3,FC4
0.0,-2.809208631515503,-0.34485897421836853,3.352160930633545,0.551855742931366,-0.11394006013870239,3.5947883129119873,0.5007979869842529,1.3663017749786377,0.7590381503105164
0.0030710999853909016,-1.847702980041504,-0.1914825141429901,2.7282371520996094,0.8672841787338257,0.6380882263183594,2.1857457160949707,-0.16317814588546753,1.886325716972351,0.6222499012947083
0.006024100002832711,-0.6689567565917969,-0.18133454024791718,1.8561357259750366,1.0759299993515015,1.4326386451721191,0.6734838485717773,-0.8798131346702576,2.387505531311035,0.29093191027641296
0.00924669997766614,0.49217140674591064,-0.4053567349910736,0.7989032864570618,1.0991051197052002,2.1285738945007324,-0.8663178086280823,-1.685305118560791,2.7343404293060303,-0.19082093238830566
0.01163779990747571,1.3900787830352783,-0.9188539981842041,-0.3464946150779724,0.8902071118354797,2.575589656829834,-2.3526387214660645,-2.5816032886505127,2.8063619136810303,-0.7397093772888184
0.014691899996250868,1.804518461227417,-1.7393226623535156,-1.4885406494140625,0.43716055154800415,2.638014554977417,-3.7261970043182373,-3.5483670234680176,2.513899564743042,-1.276716947555542
0.01977159990929067,1.59074068069458,-2.839423656463623,-2.559870719909668,-0.23265931010246277,2.231912612915039,-4.959201812744141,-4.550269603729248,1.8222466707229614,-1.7476081848144531
0.02197929995600134,0.7240278720855713,-4.150144100189209,-3.5335023403167725,-1.0588475465774536,1.3552441596984863,-6.058906078338623,-5.54733419418335,0.7706992626190186,-2.1457982063293457
0.02498539991211146,-0.6878701448440552,-5.570392608642578,-4.424979209899902,-1.962019443511963,0.09283528476953506,-7.060950756072998,-6.499884605407715,-0.5222345590591431,-2.517871618270874
0.02838299993891269,-2.412233352661133,-6.977585792541504,-5.26943826675415,-2.85597825050354,-1.387067198753357,-8.00864028930664,-7.370436668395996,-1.8700023889541626,-2.938244342803955
0.030931899906136096,-4.148061275482178,-8.246095657348633,-6.103211879730225,-3.666226863861084,-2.8768603801727295,-8.935648918151855,-8.125123023986816,-3.051558256149292,-3.484670400619507
0.03397589991800487,-5.601120471954346,-9.26688289642334,-6.950794219970703,-4.344529628753662,-4.178232669830322,-9.854801177978516,-8.735833168029785,-3.8596935272216797,-4.220878601074219
0.036950399982742965,-6.549587726593018,-9.956286430358887,-7.802019119262695,-4.8670878410339355,-5.1416335105896,-10.745475769042969,-9.178890228271484,-4.143744945526123,-5.154264450073242
0.03990849992260337,-6.908737659454346,-10.269325256347656,-8.619884490966797,-5.235350608825684,-5.707192897796631,-11.560876846313477,-9.440916061401367,-3.8532943725585938,-6.240775108337402
0.04302669991739094,-6.72769832611084,-10.19747543334961,-9.347970008850098,-5.462666988372803,-5.895541191101074,-12.23575496673584,-9.518274307250977,-3.045529365539551,-7.388145446777344
0.04587779997382313,-6.157884120941162,-9.761467933654785,-9.915632247924805,-5.557305812835693,-5.785562515258789,-12.697039604187012,-9.415019989013672,-1.869537115097046,-8.463444709777832
0.04903639992699027,-5.390475273132324,-9.0051851272583,-10.255426406860352,-5.516152858734131,-5.4770588874816895,-12.880845069885254,-9.142023086547852,-0.5269837975502014,-9.320937156677246
0.05138469999656081,-4.600207328796387,-7.9937663078308105,-10.319503784179688,-5.328089714050293,-5.0619797706604,-12.750048637390137,-8.718917846679688,0.7703225016593933,-9.839367866516113
0.054385899915359914,-3.891434907913208,-6.807293891906738,-10.087141036987305,-4.981094837188721,-4.598113536834717,-12.303000450134277,-8.17098617553711,1.8475213050842285,-9.942492485046387
0.05736749991774559,-3.2835195064544678,-5.536966323852539,-9.569746017456055,-4.473701477050781,-4.106359004974365,-11.576826095581055,-7.526935577392578,2.5961737632751465,-9.613450050354004
0.06066409999039024,-2.728452205657959,-4.277370929718018,-8.810461044311523,-3.824578046798706,-3.5798232555389404,-10.640857696533203,-6.816108703613281,2.9833006858825684,-8.89894962310791
0.06338619999587536,-2.1617839336395264,-3.121319532394409,-7.881680965423584,-3.080077648162842,-3.0167930126190186,-9.585854530334473,-6.068201541900635,3.0375382900238037,-7.898283004760742
0.06635480001568794,-1.5399487018585205,-2.1436572074890137,-6.871059417724609,-2.300835132598877,-2.4232077598571777,-8.502903938293457,-5.306101322174072,2.829025983810425,-6.736536026000977
0.06956269999500364,-0.8687282204627991,-1.3952604532241821,-5.877680778503418,-1.5531054735183716,-1.8254334926605225,-7.47263765335083,-4.548407554626465,2.443471908569336,-5.545865535736084
0.07275339995976537,-0.21094511449337006,-0.8925133943557739,-4.992452621459961,-0.8892257213592529,-1.2634639739990234,-6.549086093902588,-3.8070151805877686,1.959336757659912,-4.437547206878662
0.0759208999807015,0.3471781015396118,-0.6136206388473511,-4.281905174255371,-0.3338885009288788,-0.7685598134994507,-5.7534637451171875,-3.0836641788482666,1.4426257610321045,-3.486457347869873
0.07895019999705255,0.7429832816123962,-0.4985649287700653,-3.7752768993377686,0.12635041773319244,-0.33782267570495605,-5.071702480316162,-2.3642096519470215,0.9529748558998108,-2.724543809890747
0.08177619997877628,0.9679192900657654,-0.46083807945251465,-3.456127405166626,0.5370622873306274,0.06770430505275726,-4.459862232208252,-1.617447018623352,0.5471544861793518,-2.142005205154419
0.08482150000054389,1.0818432569503784,-0.39987504482269287,-3.2538180351257324,0.9655584692955017,0.5189770460128784,-3.84908127784729,-0.7954936027526855,0.282905638217926,-1.6892571449279785
0.0877242999849841,1.211143136024475,-0.21938608586788177,-3.0597167015075684,1.4825044870376587,1.1048080921173096,-3.1607320308685303,0.15901732444763184,0.22225676476955414,-1.2943776845932007
