Timestamp,TP9,AF7,AF8,TP10,Right AUX
0.0,-712.40234375,-817.87109375,-674.31640625,536.1328125,-908.203125
0.00390625,700.1953125,553.22265625,-1000.0,-831.0546875,-367.1875
0.0078125,-895.99609375,-842.7734375,-238.76953125,617.1875,-1000.0
0.01171875,-255.859375,-66.89453125,643.06640625,-829.1015625,-858.88671875
0.015625,-1000.0,-1000.0,475.09765625,-1000.0,514.16015625
0.01953125,-841.30859375,-851.07421875,-623.53515625,384.765625,-860.83984375
0.0234375,526.3671875,521.484375,-1000.0,-846.19140625,-145.5078125
0.02734375,-829.1015625,-815.91796875,-394.53125,750.48828125,-1000.0
0.03125,-36.1328125,210.9375,576.66015625,-653.80859375,-870.1171875
0.03515625,-1000.0,-1000.0,582.03125,-1000.0,517.578125
0.0390625,-845.703125,-889.6484375,-570.80078125,203.125,-846.19140625
0.04296875,511.71875,502.9296875,-1000.0,-857.91015625,12.6953125
0.04499983787536621,-810.05859375,-819.82421875,-377.44140625,799.31640625,-1000.0
0.04890608787536621,358.3984375,548.828125,544.43359375,-542.96875,-1000.0
0.05281233787536621,-1000.0,-875.48828125,559.5703125,-1000.0,270.5078125
0.05671858787536621,-894.53125,-1000.0,-356.4453125,-195.3125,-803.7109375
0.06062483787536621,536.62109375,408.69140625,-1000.0,-951.171875,279.78515625
0.06453108787536621,-835.9375,-843.75,-576.171875,835.9375,-921.875
0.06843733787536621,640.13671875,728.515625,466.30859375,-553.22265625,-1000.0
0.07234358787536621,-807.6171875,-684.5703125,666.50390625,-1000.0,10.7421875
0.07624983787536621,-1000.0,-1000.0,-113.28125,-514.16015625,-863.76953125
0.08015608787536621,388.18359375,246.58203125,-958.49609375,904.78515625,402.83203125
0.08406233787536621,-854.98046875,-858.88671875,-737.79296875,941.89453125,-810.546875
0.08796858787536621,778.3203125,796.38671875,336.42578125,-490.234375,-1000.0
0.10599994659423828,-621.58203125,-563.96484375,676.7578125,-1000.0,-480.95703125
0.10990619659423828,-1000.0,-1000.0,-121.58203125,-655.76171875,952.63671875
0.11381244659423828,221.6796875,-68.359375,-940.91796875,768.5546875,769.04296875
0.11771869659423828,-858.3984375,-919.43359375,-776.3671875,-936.03515625,-634.27734375
0.12162494659423828,802.24609375,822.265625,225.5859375,-320.80078125,-1000.0
0.12553119659423828,-548.828125,-547.8515625,700.1953125,-1000.0,-628.41796875
0.12943744659423828,-1000.0,-1000.0,40.52734375,-772.94921875,852.5390625
0.13334369659423828,-116.2109375,-441.40625,-870.60546875,605.46875,914.55078125
0.13724994659423828,-930.6640625,937.5,-900.390625,-842.28515625,-580.078125
0.14115619659423828,829.1015625,918.9453125,34.1796875,-33.69140625,-1000.0
0.14506244659423828,-552.24609375,-497.55859375,668.9453125,-1000.0,-783.69140625
0.14896869659423828,-1000.0,-1000.0,152.34375,-845.21484375,708.984375
0.13499999046325684,-403.80859375,-653.3203125,-806.15234375,512.6953125,941.89453125
0.13890624046325684,940.4296875,772.94921875,-1000.0,-809.08203125,-604.00390625
0.14281249046325684,950.68359375,-947.75390625,-188.96484375,358.88671875,-1000.0
0.14671874046325684,-428.22265625,-332.51953125,644.04296875,-1000.0,-834.47265625
0.15062499046325684,-1000.0,-1000.0,189.94140625,-894.53125,591.796875
0.15453124046325684,-636.71875,-774.4140625,-809.08203125,536.1328125,-931.640625
0.15843749046325684,773.4375,608.3984375,-1000.0,-833.49609375,-402.83203125
0.16234374046325684,-918.45703125,-853.515625,-272.4609375,626.46484375,-1000.0
0.16624999046325684,-256.34765625,-56.15234375,580.078125,-852.05078125,-835.44921875
0.17015624046325684,-1000.0,-1000.0,232.421875,-987.3046875,521.484375
0.17406249046325684,-769.04296875,-846.6796875,-774.4140625,500.48828125,-833.0078125
0.17796874046325684,596.6796875,520.01953125,-1000.0,-857.421875,-39.0625
0.17999982833862305,-831.54296875,-817.3828125,-429.19921875,749.0234375,-1000.0
0.18390607833862305,103.515625,307.6171875,512.20703125,-684.5703125,-914.0625
0.18781232833862305,-1000.0,-1000.0,383.30078125,-1000.0,452.1484375
0.19171857833862305,-864.2578125,-891.11328125,-709.9609375,342.7734375,-826.66015625
0.19562482833862305,521.484375,534.1796875,-1000.0,-861.81640625,74.70703125
0.19953107833862305,-812.98828125,-827.63671875,-509.765625,814.94140625,-1000.0
0.20343732833862305,379.8828125,557.12890625,520.01953125,-571.77734375,-914.0625
0.20734357833862305,-1000.0,-886.23046875,550.29296875,-1000.0,430.17578125
0.21124982833862305,-898.4375,-979.4921875,-633.30078125,187.5,-803.7109375
0.21515607833862305,537.109375,482.421875,-1000.0,-860.3515625,470.703125
0.21906232833862305,-834.47265625,-849.609375,-569.3359375,801.26953125,-858.3984375
0.22296857833862305,624.0234375,722.65625,423.33984375,-543.9453125,-1000.0
0.22499990463256836,-847.16796875,-709.9609375,488.28125,-1000.0,90.8203125
0.22890615463256836,-1000.0,-1000.0,-594.23828125,-191.40625,-847.65625
0.23281240463256836,477.5390625,340.33203125,-1000.0,-960.9375,636.71875
0.23671865463256836,-858.3984375,-858.3984375,-717.7734375,863.28125,-730.95703125
0.24062490463256836,761.71875,797.36328125,239.2578125,-503.90625,-1000.0
0.24453115463256836,-666.9921875,-580.078125,640.13671875,-1000.0,-200.68359375
0.24843740463256836,-1000.0,-1000.0,-227.05078125,-562.98828125,-948.73046875
